temperature,radius,mass,color,name
6073.27,2.73115,1.14,Yellow-White,Star_12312
6043.0,1.72,1.366,Yellow-White,Star_12313
5146.0,0.822254,0.87,Orange,Star_12314
5590.0,0.86,0.893,Yellow,Star_12316
5405.0,1.022,0.902,Yellow,Star_12317
5594.0,0.855243,0.989,Yellow,Star_12318
5453.7,0.933466,0.95,Yellow,Star_12319
5590.0,0.92,0.94,Yellow,Star_12320
5818.0,1.01,0.943,Yellow,Star_12324
6292.0,1.873,1.324,Yellow-White,Star_12325
5821.0,1.0,0.99,Yellow,Star_12326
5133.0,0.737,0.791,Orange,Star_12327
5906.0,0.85,0.773,Yellow,Star_12328
5649.0,1.8,1.11,Yellow,Star_12329
5536.0,0.933,0.951,Yellow,Star_12330
5159.0,0.71,0.811,Orange,Star_12331
5157.0,0.82,0.87,Orange,Star_12332
4226.0,0.8,0.68,Orange,Star_12333
5924.0,1.172,1.043,Yellow,Star_12334
5422.86,2.01527,0.94,Yellow,Star_12335
6310.0,1.095,1.143,Yellow-White,Star_12338
5835.0,1.0,1.01,Yellow,Star_12339
6012.0,1.18,1.02,Yellow-White,Star_12340
5582.0,0.85,0.937,Yellow,Star_12341
5494.0,1.93,1.2,Yellow,Star_12342
5762.0,0.98,0.98,Yellow,Star_12343
6088.22,2.15632,1.14,Yellow-White,Star_12344
5726.0,1.15,1.1,Yellow,Star_12346
5581.5,1.04068,0.99,Yellow,Star_12348
6050.0,1.3846,1.2388,Yellow-White,Star_12349
6401.0,1.15,1.183,Yellow-White,Star_12350
5534.0,2.13,1.19,Yellow,Star_12351
3688.0,0.497,0.511,Red,Star_12352
3287.0,0.358519,0.344045,Red,Star_12353
4966.0,3.015,1.262,Orange,Star_12354
5533.0,0.956,0.88,Yellow,Star_12356
5860.0,1.04,1.04,Yellow,Star_12357
4540.0,0.678,0.83,Orange,Star_12358
5256.0,0.721,0.769,Yellow,Star_12359
5422.0,1.782,1.02,Yellow,Star_12360
4885.0,0.766,0.819,Orange,Star_12361
5049.0,4.5,1.61,Orange,Star_12362
5310.0,0.786,0.853,Yellow,Star_12363
6157.0,1.117,1.088,Yellow-White,Star_12364
5107.0,0.8,0.85,Orange,Star_12365
6064.0,0.96,1.06,Yellow-White,Star_12366
5068.0,0.78,0.84,Orange,Star_12367
5978.1,1.432954,1.253184,Yellow,Star_12368
3154.0,0.164,0.15,Red,Star_12369
5461.0,0.924,0.824,Yellow,Star_12371
5853.0,0.89,0.994,Yellow,Star_12373
6011.0,1.03,1.04,Yellow-White,Star_12374
5626.0,0.957,0.977,Yellow,Star_12375
6058.0,1.18,1.12,Yellow-White,Star_12376
6071.93,1.24297,1.13,Yellow-White,Star_12378
5616.0,0.999,0.903,Yellow,Star_12379
5541.0,1.089,0.929,Yellow,Star_12380
3974.0,0.564,0.581,Orange,Star_12381
4736.0,0.73,0.79,Orange,Star_12383
4213.0,0.675,0.87,Orange,Star_12385
5720.0,0.85,0.96,Yellow,Star_12386
5575.0,0.98,0.987,Yellow,Star_12387
6563.0,1.632,1.355,Yellow-White,Star_12388
5122.0,0.77,0.76,Orange,Star_12389
5393.0,0.834,0.928,Yellow,Star_12391
6289.0,1.29577,1.231,Yellow-White,Star_12392
6130.0,1.127,1.069,Yellow-White,Star_12394
5017.84,0.807647,0.834,Orange,Star_12395
5494.0,1.47981,0.96,Yellow,Star_12396
5083.0,0.7,0.784,Orange,Star_12397
5522.0,0.87,0.92,Yellow,Star_12401
5131.0,0.79,0.83,Orange,Star_12402
6018.0,0.99,1.03,Yellow-White,Star_12403
5682.0,0.97,0.98,Yellow,Star_12404
3877.0,0.586,0.589,Orange,Star_12405
5303.0,2.00971,0.91,Yellow,Star_12406
5999.0,1.78,1.2,Yellow,Star_12407
5781.0,1.557,1.222,Yellow,Star_12408
3733.0,0.51,0.53,Orange,Star_12409
4858.0,0.671,0.715,Orange,Star_12410
4777.0,0.665,0.686,Orange,Star_12411
5623.0,1.752,0.941,Yellow,Star_12412
4903.0,1.06398,0.8,Orange,Star_12413
5838.0,1.07,1.02,Yellow,Star_12415
5234.0,0.81,0.85,Yellow,Star_12416
5712.0,1.082,0.976,Yellow,Star_12417
5024.37,0.734473,0.84,Orange,Star_12418
5288.0,0.81,0.85,Yellow,Star_12419
5999.0,1.154,1.125,Yellow,Star_12420
4521.62,0.705447,0.711,Orange,Star_12421
6096.0,2.56,1.64,Yellow-White,Star_12422
5436.0,0.82,0.91,Yellow,Star_12423
6620.14,1.33155,1.39,Yellow-White,Star_12424
4820.0,0.713,0.743,Orange,Star_12425
6105.0,2.304,1.235,Yellow-White,Star_12427
5911.0,0.9,1.009,Yellow,Star_12428
5452.0,0.86,0.95,Yellow,Star_12429
5094.0,0.667,0.699,Orange,Star_12430
5873.66,1.08394,1.06,Yellow,Star_12431
5153.0,0.71,0.808,Orange,Star_12432
4303.0,0.714145,0.67,Orange,Star_12433
5741.0,0.956,1.035,Yellow,Star_12435
5391.0,2.04115,0.94,Yellow,Star_12437
5303.0,0.817,0.86,Yellow,Star_12438
5344.0,0.907,0.884,Yellow,Star_12439
6198.0,1.005,1.072,Yellow-White,Star_12440
5421.0,0.897,0.913,Yellow,Star_12441
5600.0,0.976,0.987,Yellow,Star_12442
5920.0,0.87,1.06,Yellow,Star_12444
5186.7,0.857218,0.88,Orange,Star_12445
5543.0,1.63,1.09,Yellow,Star_12446
5533.0,0.89,0.95,Yellow,Star_12447
6520.0,1.215,1.279,Yellow-White,Star_12448
5364.0,1.6,0.916,Yellow,Star_12449
6461.0,1.529,1.253,Yellow-White,Star_12451
5596.74,0.938754,0.989,Yellow,Star_12452
5780.0,0.99,1.01,Yellow,Star_12453
5833.0,1.21,0.937,Yellow,Star_12455
3940.0,38.4,1.14,Orange,Star_12456
5540.0,1.55873,0.97,Yellow,Star_12457
5903.0,1.08,1.06,Yellow,Star_12458
5665.0,0.94,0.97,Yellow,Star_12459
6058.0,0.867,0.95,Yellow-White,Star_12460
6197.86,1.55216,1.19,Yellow-White,Star_12461
5331.0,0.86,0.8,Yellow,Star_12464
6051.0,1.15,1.1,Yellow-White,Star_12465
5289.0,0.76,0.82,Yellow,Star_12467
5008.0,0.776343,0.831,Orange,Star_12468
5136.0,0.79108,0.87,Orange,Star_12471
3934.0,0.54,0.56,Orange,Star_12473
3893.0,0.5,0.521,Orange,Star_12474
5777.0,1.02,1.07,Yellow,Star_12476
6558.0,1.44,1.41,Yellow-White,Star_12477
5559.0,0.873,0.882,Yellow,Star_12478
6314.0,1.13,1.13,Yellow-White,Star_12479
5009.0,0.787,0.845,Orange,Star_12480
6169.0,1.4,1.18,Yellow-White,Star_12481
5789.91,1.13513,1.039,Yellow,Star_12483
5677.0,0.84,0.943,Yellow,Star_12484
4422.0,0.67,0.7,Orange,Star_12485
5939.0,1.79011,1.08,Yellow,Star_12486
4445.0,20.9,2.17,Orange,Star_12487
6078.0,1.271,1.162,Yellow-White,Star_12488
5789.0,0.96,1.04,Yellow,Star_12489
5128.0,0.813,0.787,Orange,Star_12490
5515.0,0.925,0.888,Yellow,Star_12491
5761.0,1.044,0.96,Yellow,Star_12492
5000.0,0.762994,0.793531,Orange,Star_12493
6161.0,1.053,1.15,Yellow-White,Star_12494
6127.0,1.2,1.12,Yellow-White,Star_12495
5692.0,0.8,0.822,Yellow,Star_12496
4985.0,0.744,0.716,Orange,Star_12497
5564.0,0.81,0.912,Yellow,Star_12498
5240.0,0.73,0.83,Yellow,Star_12499
6417.0,1.41,1.3,Yellow-White,Star_12500
6168.0,1.24,1.16,Yellow-White,Star_12501
5505.2,0.875,0.928,Yellow,Star_12502
3828.0,0.565,0.6,Orange,Star_12503
6144.0,1.57,1.22,Yellow-White,Star_12506
4849.92,0.760432,0.79,Orange,Star_12507
4788.0,5.06,1.47,Orange,Star_12509
5204.0,0.768647,0.885,Yellow,Star_12511
5648.0,0.896,0.788,Yellow,Star_12512
5338.0,0.816,0.875,Yellow,Star_12513
5979.0,2.164,1.219,Yellow,Star_12514
4299.0,0.562,0.592,Orange,Star_12515
4683.0,13.5,2.0,Orange,Star_12516
6421.0,1.296,1.189,Yellow-White,Star_12518
5220.0,0.723,0.824,Yellow,Star_12519
5064.0,0.769,0.806,Orange,Star_12520
5787.0,1.10571,1.04,Yellow,Star_12521
6248.0,1.05,1.12,Yellow-White,Star_12522
4043.0,0.56,0.58,Orange,Star_12523
5297.0,0.806,0.881,Yellow,Star_12524
4852.86,0.939452,0.79,Orange,Star_12525
5817.0,1.1,0.94,Yellow,Star_12526
6208.0,1.024,1.086,Yellow-White,Star_12527
5709.0,0.95,1.014,Yellow,Star_12529
6513.0,1.104,1.122,Yellow-White,Star_12531
5717.0,0.846,0.883,Yellow,Star_12532
5474.0,0.763,0.847,Yellow,Star_12533
6177.44,1.49612,1.18,Yellow-White,Star_12534
5690.0,0.98,0.95,Yellow,Star_12535
4699.0,0.647,0.713,Orange,Star_12536
5928.59,1.25037,1.08,Yellow,Star_12538
5036.0,1.89,0.916,Orange,Star_12539
5820.0,1.01,1.0,Yellow,Star_12540
5034.0,4.73,2.58,Orange,Star_12541
5656.0,1.376,1.069,Yellow,Star_12544
5997.0,1.3,1.17,Yellow,Star_12545
5669.0,0.86,0.926,Yellow,Star_12546
3447.0,0.345,0.339,Red,Star_12549
5483.0,0.779,0.865,Yellow,Star_12550
6057.0,0.96,1.053,Yellow-White,Star_12551
5905.0,0.97,0.982,Yellow,Star_12552
5727.0,0.999,1.015,Yellow,Star_12553
4191.0,0.56945,0.656,Orange,Star_12554
6535.0,1.181,1.202,Yellow-White,Star_12555
6194.0,1.28,1.1,Yellow-White,Star_12556
5902.0,1.08,1.05,Yellow,Star_12558
5574.0,0.86,1.03,Yellow,Star_12560
5069.0,0.76,0.8,Orange,Star_12561
6065.0,1.877,1.197,Yellow-White,Star_12563
5796.0,0.98,0.99,Yellow,Star_12564
5865.0,0.827,0.914,Yellow,Star_12565
5743.0,1.35827,1.03,Yellow,Star_12567
5596.0,1.145,0.95,Yellow,Star_12569
5106.0,0.71,0.784,Orange,Star_12570
29300.0,0.23,0.5,Blue-White,Star_12571
5948.0,1.025,0.93,Yellow,Star_12573
6000.0,2.13,1.26,Yellow,Star_12574
4118.41,0.626014,0.657836,Orange,Star_12575
3419.0,0.344,0.346,Red,Star_12576
5894.0,1.93,1.31,Yellow,Star_12579
5640.0,2.789,1.443,Yellow,Star_12580
5744.0,1.068173,1.095122,Yellow,Star_12582
5429.16,1.015179,1.007005,Yellow,Star_12584
4647.0,0.71,0.77,Orange,Star_12585
5679.0,1.0307,1.01,Yellow,Star_12586
3993.36,0.590802,0.629589,Orange,Star_12587
4308.0,26.6,1.8,Orange,Star_12588
5413.0,0.861,0.875,Yellow,Star_12589
4662.0,0.72,0.79,Orange,Star_12592
4766.0,0.695,0.767,Orange,Star_12593
5538.0,1.07,1.01,Yellow,Star_12594
6383.0,1.47,1.3,Yellow-White,Star_12595
6205.0,1.363,1.086,Yellow-White,Star_12597
5606.0,0.96,0.975,Yellow,Star_12599
6117.0,1.18,1.1,Yellow-White,Star_12600
4628.0,0.707,0.762,Orange,Star_12601
5818.0,1.2,0.991,Yellow,Star_12603
6210.0,1.34,1.26,Yellow-White,Star_12604
5784.0,0.98083,1.018617,Yellow,Star_12606
6074.0,1.16,1.11,Yellow-White,Star_12608
5310.0,0.787,0.801,Yellow,Star_12609
5661.0,1.008,0.964,Yellow,Star_12610
3837.0,0.56,0.57,Orange,Star_12611
5495.0,1.89,1.09,Yellow,Star_12612
5564.0,0.91,0.93,Yellow,Star_12615
5757.0,1.15,1.01,Yellow,Star_12616
6144.0,1.393,0.999,Yellow-White,Star_12617
5486.0,0.89,0.92,Yellow,Star_12618
5746.0,1.133,0.954,Yellow,Star_12619
6033.0,1.414,1.083,Yellow-White,Star_12620
6184.0,1.285,1.101,Yellow-White,Star_12621
4886.0,11.21,1.76,Orange,Star_12622
5764.0,0.85,0.96,Yellow,Star_12623
6047.0,1.092,1.059,Yellow-White,Star_12624
6123.0,1.263,1.066,Yellow-White,Star_12625
5778.0,0.98,1.0,Yellow,Star_12626
5743.0,0.98,0.99,Yellow,Star_12627
4838.0,0.701,0.778,Orange,Star_12629
4572.0,0.734395,0.722,Orange,Star_12630
6407.0,1.734,1.528,Yellow-White,Star_12631
4802.0,0.701,0.686,Orange,Star_12632
5298.0,0.85,0.79,Yellow,Star_12634
4819.0,4.89,0.83,Orange,Star_12635
5041.0,2.39,1.228,Orange,Star_12636
5554.0,0.81,0.913,Yellow,Star_12637
5688.0,1.22,1.02,Yellow,Star_12638
6144.0,1.668,1.296,Yellow-White,Star_12639
5839.0,1.04,1.03,Yellow,Star_12640
6460.0,1.434,1.388,Yellow-White,Star_12641
5427.0,0.88,1.0,Yellow,Star_12642
4796.0,14.7,1.1,Orange,Star_12643
5757.0,1.52,1.167,Yellow,Star_12644
5784.0,1.147,1.013,Yellow,Star_12645
5913.0,1.06,1.04,Yellow,Star_12646
5308.0,0.81,0.85,Yellow,Star_12647
3656.0,0.427,0.426,Red,Star_12648
6002.0,0.94,1.04,Yellow-White,Star_12649
4953.0,0.726,0.81,Orange,Star_12651
5282.0,0.98,0.76,Yellow,Star_12654
5770.0,1.55,1.12,Yellow,Star_12655
5988.0,1.26,1.11,Yellow,Star_12656
5865.0,1.05,1.04,Yellow,Star_12657
5618.34,0.998874,0.99,Yellow,Star_12658
4969.0,0.691,0.744,Orange,Star_12659
5866.0,1.01,1.01,Yellow,Star_12662
6075.0,1.52,1.277,Yellow-White,Star_12663
5666.0,0.967,0.785,Yellow,Star_12664
5905.0,1.25,1.083,Yellow,Star_12665
6242.0,1.047,1.104,Yellow-White,Star_12666
6119.0,1.26,1.233,Yellow-White,Star_12667
4290.0,0.71,0.67,Orange,Star_12668
5665.0,0.93,0.94,Yellow,Star_12671
5257.0,0.77,0.809,Yellow,Star_12672
6217.0,1.051,1.1,Yellow-White,Star_12673
4868.0,0.71,0.7,Orange,Star_12676
5851.0,1.116,0.91,Yellow,Star_12678
5152.0,0.82,0.79,Orange,Star_12679
5950.0,1.02,1.12,Yellow,Star_12680
6017.0,1.73,1.29,Yellow-White,Star_12681
5746.66,1.145017,0.969129,Yellow,Star_12682
5275.0,0.83,0.82,Yellow,Star_12684
4950.0,0.71,0.75,Orange,Star_12685
5839.0,1.227,1.044,Yellow,Star_12686
5679.0,0.94,0.96,Yellow,Star_12687
5951.0,1.693,1.086,Yellow,Star_12688
4317.0,0.565,0.595,Orange,Star_12689
5875.0,1.236,1.03,Yellow,Star_12692
6260.0,1.225,1.08,Yellow-White,Star_12693
5350.0,0.84,0.89,Yellow,Star_12694
5909.0,1.420038,1.094693,Yellow,Star_12695
5957.0,1.08,1.06,Yellow,Star_12697
6018.0,1.17,1.12,Yellow-White,Star_12698
6058.0,1.31,1.22,Yellow-White,Star_12699
5718.0,0.95,0.97,Yellow,Star_12700
21700.0,5.6,9.1,Blue-White,Star_12702
5639.0,0.95,0.886,Yellow,Star_12703
5856.0,1.44,1.2,Yellow,Star_12704
6005.0,1.363,1.235,Yellow-White,Star_12705
6225.0,1.04,1.11,Yellow-White,Star_12706
5610.0,1.237,0.967,Yellow,Star_12707
5724.0,1.173,0.979,Yellow,Star_12708
3993.0,1.31316,0.623,Orange,Star_12709
3347.0,0.299,0.291,Red,Star_12710
5308.0,0.757,0.794,Yellow,Star_12711
6173.0,1.03,0.988,Yellow-White,Star_12712
4853.0,10.9,1.91,Orange,Star_12713
4846.0,10.5,2.49,Orange,Star_12714
5070.0,0.689,0.787,Orange,Star_12715
5519.0,1.0,0.95,Yellow,Star_12716
6254.0,1.31,1.28,Yellow-White,Star_12717
5778.0,0.968,1.038,Yellow,Star_12718
3986.0,0.660799,0.62,Orange,Star_12720
5851.0,1.04,1.03,Yellow,Star_12721
5790.0,1.11,1.07,Yellow,Star_12724
5934.0,1.1,1.07,Yellow,Star_12725
5113.0,0.714,0.793,Orange,Star_12726
5453.0,0.86,0.9,Yellow,Star_12727
6112.0,1.21,1.14,Yellow-White,Star_12729
5579.0,1.029,0.945,Yellow,Star_12730
5876.0,0.89,0.999,Yellow,Star_12731
5783.0,1.34,1.03,Yellow,Star_12732
5026.0,0.78,0.58,Orange,Star_12735
4972.0,6.48,1.53,Orange,Star_12736
4877.0,5.0,1.51,Orange,Star_12737
5184.0,0.77,0.781,Orange,Star_12738
6115.0,0.98,1.07,Yellow-White,Star_12739
5994.9,1.86048,1.1,Yellow,Star_12742
5740.0,0.91,0.933,Yellow,Star_12743
4775.0,4.74,1.27,Orange,Star_12746
3879.0,0.56,0.56,Orange,Star_12748
5966.0,1.27,1.16,Yellow,Star_12749
5193.0,0.79,0.82,Orange,Star_12750
10000.0,2.25,2.4,White,Star_12753
5655.0,1.354,0.947,Yellow,Star_12754
4790.0,0.706,0.764,Orange,Star_12757
6203.0,1.95,1.41,Yellow-White,Star_12758
5793.0,0.87,0.976,Yellow,Star_12759
5187.0,0.79,0.82,Orange,Star_12760
5808.0,1.385,1.056,Yellow,Star_12761
5070.0,0.69,0.788,Orange,Star_12762
5430.0,1.902,1.106,Yellow,Star_12763
3861.0,0.5776,0.569,Orange,Star_12766
4758.0,0.661,0.747,Orange,Star_12768
5891.0,1.01109,1.07,Yellow,Star_12769
5186.0,0.74,0.93,Orange,Star_12771
5500.0,0.87,0.974,Yellow,Star_12772
5601.0,0.94,0.825,Yellow,Star_12774
3701.0,0.49,0.51,Orange,Star_12776
5610.0,0.93,0.96,Yellow,Star_12777
6004.0,1.107,1.076,Yellow-White,Star_12778
5696.0,0.97,1.002,Yellow,Star_12779
5655.0,1.21377,1.0,Yellow,Star_12780
5761.0,1.37879,1.03,Yellow,Star_12782
5366.0,0.836616,0.89032,Yellow,Star_12783
5547.0,0.92,0.94,Yellow,Star_12786
5293.0,0.829332,0.91,Yellow,Star_12787
6280.0,1.59,1.28,Yellow-White,Star_12788
5445.0,0.937,0.919,Yellow,Star_12789
5071.0,0.83867,0.85,Orange,Star_12790
5694.0,1.40314,1.01,Yellow,Star_12791
5330.0,0.932,0.848,Yellow,Star_12792
5888.0,0.944,1.037,Yellow,Star_12793
5506.0,0.8,0.895,Yellow,Star_12794
5766.0,1.04,1.07,Yellow,Star_12795
5702.0,1.125,0.837,Yellow,Star_12796
5637.0,1.17191,1.0,Yellow,Star_12797
6482.0,1.46,1.23,Yellow-White,Star_12798
5168.0,0.780964,0.87,Orange,Star_12799
5897.0,1.081,0.97,Yellow,Star_12800
3747.0,0.658853,0.63372,Orange,Star_12801
5595.1,1.03118,0.99,Yellow,Star_12802
4523.0,0.643,0.674,Orange,Star_12803
5485.0,0.87,0.91,Yellow,Star_12804
5803.0,1.51701,1.04,Yellow,Star_12805
4894.0,0.72,0.76,Orange,Star_12807
4485.0,0.598,0.627,Orange,Star_12808
5760.76,1.186744,1.069296,Yellow,Star_12810
5757.0,0.881,0.974,Yellow,Star_12811
6117.0,1.23,1.29,Yellow-White,Star_12813
6277.0,1.378,1.123,Yellow-White,Star_12814
5135.0,0.819231,0.87,Orange,Star_12815
5722.0,0.835,0.918,Yellow,Star_12816
3896.0,0.561,0.601,Orange,Star_12817
5904.54,1.09641,1.07,Yellow,Star_12818
3749.0,0.524,0.554,Orange,Star_12819
5592.0,0.787,0.862,Yellow,Star_12820
4483.0,0.68972,0.7,Orange,Star_12821
5905.0,0.9,1.004,Yellow,Star_12822
4663.0,0.663,0.746,Orange,Star_12823
5766.61,1.28163,1.03,Yellow,Star_12824
4989.0,2.75,1.13,Orange,Star_12825
4687.0,0.61,0.63,Orange,Star_12826
5862.0,1.0,0.99,Yellow,Star_12828
3655.0,0.561742,0.555695,Red,Star_12829
5831.0,0.921,1.016,Yellow,Star_12830
5582.0,0.862368,0.925184,Yellow,Star_12831
6486.0,1.485,1.098,Yellow-White,Star_12832
6163.0,1.022,1.09,Yellow-White,Star_12833
4533.0,0.74505,0.714,Orange,Star_12834
5031.0,0.834548,0.84,Orange,Star_12835
6255.0,1.12,1.11,Yellow-White,Star_12836
4577.0,0.625149,0.723,Orange,Star_12837
6063.0,1.191,1.009,Yellow-White,Star_12838
5630.0,0.92,0.95,Yellow,Star_12840
6092.0,0.943,1.016,Yellow-White,Star_12841
6063.0,1.001,1.079,Yellow-White,Star_12842
5713.0,0.893,1.01,Yellow,Star_12843
4835.8,9.2,1.2,Orange,Star_12845
5760.0,0.92,0.94,Yellow,Star_12846
5620.27,1.08916,1.0,Yellow,Star_12847
5712.0,1.12221,1.018,Yellow,Star_12848
3876.0,0.547805,0.543276,Orange,Star_12849
5556.0,0.93,0.95,Yellow,Star_12850
3950.0,0.518,0.544,Orange,Star_12851
4040.0,0.57,0.59,Orange,Star_12852
5489.0,0.914982,0.96,Yellow,Star_12853
5616.0,1.111,0.957,Yellow,Star_12854
3568.0,0.42,0.44,Red,Star_12855
5600.0,0.976,0.938,Yellow,Star_12857
5261.0,0.8,0.84,Yellow,Star_12858
5578.0,0.794,0.87,Yellow,Star_12859
5252.0,0.779,0.875,Yellow,Star_12860
6139.09,1.48994,1.16,Yellow-White,Star_12861
4159.0,0.728,0.65,Orange,Star_12862
6212.47,1.4625,1.2,Yellow-White,Star_12863
5617.0,0.806,0.897,Yellow,Star_12864
5758.0,1.97642,1.03,Yellow,Star_12865
5650.0,0.9,0.96,Yellow,Star_12866
6400.0,1.56,1.32,Yellow-White,Star_12877
6600.0,1.69,1.42,Yellow-White,Star_12878
5302.0,1.04,0.916,Yellow,Star_12879
5905.0,1.203,1.13,Yellow,Star_12880
6475.0,1.318,1.3,Yellow-White,Star_12882
5185.0,0.87,0.9,Orange,Star_12883
6429.0,2.13,1.41,Yellow-White,Star_12884
6431.0,1.26,1.46,Yellow-White,Star_12885
5650.0,0.829,0.928,Yellow,Star_12886
5391.0,0.833805,0.895163,Yellow,Star_12889
4595.0,0.6796,0.742,Orange,Star_12890
5213.0,0.8649,0.8889,Yellow,Star_12891
5475.0,0.963,1.076,Yellow,Star_12893
6475.0,1.306,1.211,Yellow-White,Star_12894
6075.0,1.331,1.184,Yellow-White,Star_12895
6150.0,1.094,1.021,Yellow-White,Star_12896
6306.0,1.47,1.28,Yellow-White,Star_12897
5532.0,0.955,0.941,Yellow,Star_12899
5662.0,1.03,1.02,Yellow,Star_12901
3664.0,0.539,0.538,Red,Star_12902
3688.0,0.468,0.495,Red,Star_12903
3521.0,0.343,0.327,Red,Star_12904
5770.31,1.355233,0.911214,Yellow,Star_12905
2900.0,0.141,0.1221,Red,Star_12906
6628.0,1.461,1.33,Yellow-White,Star_12907
5690.0,0.96,1.07,Yellow,Star_12908
3505.0,0.422,0.445,Red,Star_12909
6190.0,1.466,1.271,Yellow-White,Star_12910
6150.0,1.331,1.203,Yellow-White,Star_12912
5065.0,0.7934,0.8772,Orange,Star_12913
5789.0,1.252,1.042,Yellow,Star_12915
5242.82,0.857369,0.896,Yellow,Star_12916
5680.0,1.01,1.03,Yellow,Star_12917
5860.0,0.97,0.99,Yellow,Star_12918
4459.0,0.763091,0.699,Orange,Star_12919
6279.0,1.598,1.158,Yellow-White,Star_12921
4980.0,0.79,0.83,Orange,Star_12922
5850.0,1.12,1.36,Yellow,Star_12923
5185.0,0.87,1.06,Orange,Star_12924
5990.0,1.08,1.05,Yellow,Star_12925
5863.0,1.053,1.019,Yellow,Star_12926
3258.0,0.2869,0.2619,Red,Star_12927
6199.0,1.4,1.15,Yellow-White,Star_12928
4931.0,0.782,0.789,Orange,Star_12930
5365.0,1.09,1.49,Yellow,Star_12931
5399.0,1.0,0.98,Yellow,Star_12932
5907.0,1.59,1.26,Yellow,Star_12933
5450.0,0.963,1.076,Yellow,Star_12934
6110.0,1.517,1.301,Yellow-White,Star_12935
6080.0,1.331,1.15,Yellow-White,Star_12936
5314.0,0.748,0.842,Yellow,Star_12938
3770.2,0.527,0.557,Orange,Star_12939
3024.0,0.137,0.12,Red,Star_12949
3926.0,0.616,0.626,Orange,Star_12959
5763.0,1.457,1.093,Yellow,Star_12969
4251.0,0.61,0.65,Orange,Star_12973
6299.0,1.167,1.249,Yellow-White,Star_12974
5618.0,0.92,0.95,Yellow,Star_12976
3662.0,0.453,0.465,Red,Star_12977
3201.0,0.242,0.22,Red,Star_12978
4508.0,0.69,0.72,Orange,Star_12979
6028.0,1.047,1.149,Yellow-White,Star_12980
5597.0,1.048,0.947,Yellow,Star_12982
5847.0,1.135,0.946,Yellow,Star_12984
5635.0,1.05,0.97,Yellow,Star_12986
5169.0,0.808,0.841,Orange,Star_12987
6415.0,1.52,1.3,Yellow-White,Star_12988
6211.0,1.41,1.25,Yellow-White,Star_12989
5659.0,1.022,1.062,Yellow,Star_12990
5591.0,0.892,0.904,Yellow,Star_12991
5350.0,1.15,1.084,Yellow,Star_12992
4050.0,0.5468,0.5485,Orange,Star_12993
5660.0,0.877,0.869,Yellow,Star_12994
6050.0,1.22,1.19,Yellow-White,Star_12995
5427.0,0.945,0.92,Yellow,Star_12997
5730.0,0.888,0.97,Yellow,Star_12998
5523.0,0.887,0.962,Yellow,Star_12999
6070.0,1.102,1.162,Yellow-White,Star_13001
3212.0,0.211,0.179,Red,Star_13003
4552.0,0.665,0.678,Orange,Star_13006
5737.0,1.179,0.886,Yellow,Star_13007
4435.0,0.671,0.734,Orange,Star_13008
3300.0,0.235,0.231,Red,Star_13010
4994.0,0.745,0.822,Orange,Star_13011
3580.0,0.485,0.5,Red,Star_13012
5631.0,1.3162,0.9698,Yellow,Star_13016
4687.0,0.729,0.727,Orange,Star_13017
3950.0,0.584,0.59,Orange,Star_13027
4903.0,0.74,0.8,Orange,Star_13028
3676.0,0.513,0.532,Red,Star_13029
5676.0,1.044,0.884,Yellow,Star_13030
3289.0,0.286,0.274,Red,Star_13031
5746.0,0.910298,1.03,Yellow,Star_13032
7143.0,1.785,1.466,Yellow-White,Star_13037
5080.0,2.943,1.212,Orange,Star_13038
5373.8,0.919,0.929,Yellow,Star_13040
3927.0,0.612,0.639,Orange,Star_13041
5140.0,0.945,0.909,Orange,Star_13042
5400.0,0.893,0.864,Yellow,Star_13043
6250.0,1.619,1.38,Yellow-White,Star_13045
6429.0,1.409,1.206,Yellow-White,Star_13046
5100.0,0.917,0.904,Orange,Star_13047
5140.0,0.96,0.95,Orange,Star_13048
5150.0,0.855,0.85,Orange,Star_13049
6040.0,1.157,1.104,Yellow-White,Star_13051
6215.0,1.57,1.346,Yellow-White,Star_13052
6300.0,1.241,1.161,Yellow-White,Star_13055
5900.0,1.07,0.964,Yellow,Star_13056
4372.0,0.67,0.73,Orange,Star_13057
5693.0,0.802,0.88,Yellow,Star_13058
5015.0,0.826,0.785,Orange,Star_13059
7500.0,1.5,1.47,Yellow-White,Star_13060
5187.0,0.78,0.777,Orange,Star_13061
3678.0,0.744,0.51,Red,Star_13063
3296.0,0.2617,0.2414,Red,Star_13064
6350.0,1.955,1.511,Yellow-White,Star_13065
6350.0,2.0,1.51,Yellow-White,Star_13066
6440.0,1.37,1.27,Yellow-White,Star_13067
5900.0,1.14,1.078,Yellow,Star_13068
4250.0,0.631396,0.664,Orange,Star_13071
5151.0,0.86,0.87,Orange,Star_13072
5660.0,0.939,0.939,Yellow,Star_13073
4486.0,0.460589,0.7,Orange,Star_13074
5780.0,1.199,1.121,Yellow,Star_13075
3386.0,0.38,0.4,Red,Star_13076
5984.9,1.27527,1.1,Yellow,Star_13077
6230.0,1.29,1.28,Yellow-White,Star_13078
6391.0,1.21427,1.28,Yellow-White,Star_13079
3506.0,0.378,0.386,Red,Star_13080
6000.0,1.051,1.146,Yellow,Star_13081
6310.0,1.43,1.15,Yellow-White,Star_13082
5120.0,0.771397,0.86,Orange,Star_13084
5359.0,0.951815,0.927,Yellow,Star_13085
